CountryCode,SeriesCode,DESCRIPTION
"ECU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"ECU","IT.NET.USER.ZS","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones."
"ECU","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"ECU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"ECU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"ECU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"ECU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"EGY","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"EGY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"EGY","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"EGY","IT.NET.USER.ZS","Telecom Egypt. From 2003: Ministry of Communications and Information Technology."
"EGY","SG.GEN.PARL.ZS","Figures correspond to the results of elections to the Lower House completed in January 2012. Elections to the Upper House will be completed in early 2012."
"EGY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"EGY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"ERI","SG.POP.MIGR.FE.ZS","There were no data on international migrants for the country or area concerned and that the estimates presented were imputed."
"ERI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"ERI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"ERI","IT.NET.USER.ZS","Eritrea Telecommunication Services Corporation (Eritel)."
"ERI","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"ERI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"ERI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"ESP","SP.POP.AG03.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SG.POP.MIGR.FE.ZS","Including Canary Islands, Ceuta and Melilla. Estimates were derived from data on the foreign-born population."
"ESP","SP.DYN.CDRT.IN","Data source: Eurostat"
"ESP","SP.POP.AG03.FE.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.TOTL","Data source: Eurostat, Instituto Nacional de Estadística"
"ESP","SP.POP.AG02.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.BRTH.MF","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.AG05.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.AG02.FE.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.LE00.MA.IN","Data source: Eurostat, Instituto Nacional de Estadistica"
"ESP","SP.POP.AG00.FE.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.LE00.FE.IN","Data source: Eurostat, Instituto Nacional de Estadistica"
"ESP","IT.NET.USER.ZS","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT)."
"ESP","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"ESP","SP.POP.AG04.FE.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.TO65.FE.ZS","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.TFRT.IN","Data source: Eurostat, Instituto Nacional de Estadistica"
"ESP","SP.ADO.TFRT","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.TO65.MA.ZS","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.AG04.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.AG00.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.POP.AG05.FE.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"ESP","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"ESP","SP.POP.AG01.MA.IN","Including Canary Islands, Ceuta and Melilla."
"ESP","SP.DYN.CBRT.IN","Data source: Eurostat"
"ESP","SP.POP.AG01.FE.IN","Including Canary Islands, Ceuta and Melilla."
"EST","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects, Statistics Estonia"
"EST","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"EST","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects, Statistics Estonia"
"EST","IT.NET.USER.ZS","Ministry of Economic Affairs and Communications. Estonian Competition Authority."
"EST","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"EST","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"EST","SP.POP.TOTL","Data source: Eurostat, Statistics Estonia"
"EST","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Estonia"
"EST","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"EST","SP.DYN.CDRT.IN","Data source: Eurostat"
"EST","SP.DYN.CBRT.IN","Data source: Eurostat"
"ETH","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"ETH","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"ETH","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"ETH","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"ETH","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"ETH","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"ETH","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"ETH","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"ETH","IT.NET.USER.ZS","Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency."
"ETH","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"ETH","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"FIN","SP.POP.AG00.FE.IN","Including Åland Islands."
"FIN","SP.POP.AG04.MA.IN","Including Åland Islands."
"FIN","SP.POP.AG03.MA.IN","Including Åland Islands."
"FIN","SP.DYN.TO65.MA.ZS","Including Åland Islands."
"FIN","SP.POP.AG03.FE.IN","Including Åland Islands."
"FIN","SP.ADO.TFRT","Including Åland Islands."
"FIN","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"FIN","SP.POP.AG05.FE.IN","Including Åland Islands."
"FIN","SP.DYN.TO65.FE.ZS","Including Åland Islands."
"FIN","SG.POP.MIGR.FE.ZS","Including Åland Islands. Estimates were derived from data on the foreign-born population."
"FIN","SP.POP.AG04.FE.IN","Including Åland Islands."
"FIN","SP.POP.AG02.MA.IN","Including Åland Islands."
"FIN","SP.POP.TOTL","Data source: Eurostat, Statistics Finland"
"FIN","IT.NET.USER.ZS","Ministry of Transport and Communications. From 2005: Finnish Communications Regulatory Authority."
"FIN","SP.DYN.CBRT.IN","Data source: Eurostat"
"FIN","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Finland"
"FIN","SP.POP.AG01.FE.IN","Including Åland Islands."
"FIN","SP.POP.AG02.FE.IN","Including Åland Islands."
"FIN","SP.POP.AG05.MA.IN","Including Åland Islands."
"FIN","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Finland"
"FIN","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Finland"
"FIN","SP.POP.AG01.MA.IN","Including Åland Islands."
"FIN","SP.POP.BRTH.MF","Including Åland Islands."
"FIN","SP.POP.AG00.MA.IN","Including Åland Islands."
"FIN","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"FIN","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"FIN","SP.DYN.CDRT.IN","Data source: Eurostat"
"FJI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"FJI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"FJI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"FJI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"FJI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"FJI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"FJI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"FJI","IT.NET.USER.ZS","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications"
"FJI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"FJI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"FJI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"FRA","SL.TLF.ACTI.1524.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.ACTI.1524.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.EMP.1524.SP.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.EMP.1524.SP.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.ACTI.1524.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.ADVN.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.ADVN.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.ADVN.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.BASC.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.BASC.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.BASC.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.CACT.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.CACT.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.EMP.UNDR.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.CACT.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.INTM.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.INTM.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.INTM.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.PART.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","IT.NET.USER.ZS","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART)."
"FRA","SL.TLF.PART.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.TLF.PART.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.1524.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.EMP.UNDR.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.EMP.TOTL.SP.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.EMP.TOTL.SP.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.EMP.1524.SP.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"FRA","SL.EMP.SMGT.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SP.DYN.CBRT.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
"FRA","SL.EMP.TOTL.SP.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SP.DYN.LE00.FE.IN","Data source and note: Eurostat, United Nations World Population Prospects, Institut National de la Statistique et des Études Économiques. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
"FRA","SL.UEM.1524.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SP.POP.TOTL","Data source: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion."
"FRA","SP.DYN.LE00.MA.IN","Data source and note: Eurostat, United Nations World Population Prospects, Institut National de la Statistique et des Études Économiques. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
"FRA","SL.UEM.TOTL.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.TOTL.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.TOTL.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.NEET.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.NEET.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.NEET.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.INTM.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SP.DYN.TFRT.IN","Data source and note: Eurostat, United Nations World Population Prospects, Institut National de la Statistique et des Études Économiques. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
"FRA","SL.UEM.INTM.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.INTM.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.BASC.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.BASC.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.BASC.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.ADVN.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.ADVN.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SP.DYN.CDRT.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
"FRA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"FRA","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"FRA","SL.UEM.1524.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SL.UEM.ADVN.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte."
"FRA","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"FRO","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"FRO","SP.DYN.LE00.FE.IN","Data source: Statistics Faroe Islands"
"FRO","SP.DYN.CDRT.IN","Data source: Statistics Faroe Islands"
"FRO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"FRO","SP.DYN.LE00.MA.IN","Data source: Statistics Faroe Islands"
"FRO","IT.NET.USER.ZS","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority"
"FRO","SP.DYN.CBRT.IN","Data source: Statistics Faroe Islands"
"FRO","SP.DYN.TFRT.IN","Data source: Statistics Faroe Islands"
"FRO","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"FSM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"FSM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"FSM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"FSM","IT.NET.USER.ZS","FSM Telecommunication Corporation."
"FSM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"FSM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"FSM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"FSM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"FSM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"FSM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"FSM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GAB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"GAB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"GAB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"GAB","IT.NET.USER.ZS","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A."
"GAB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GAB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GAB","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"GAB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"GAB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"GAB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"GAB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GBR","SP.DYN.TFRT.IN","Data source: Eurostat, United Kingdom Office for National Statistics, United Nations World Population Prospects"
"GBR","SP.DYN.CBRT.IN","Data source: Eurostat, United Kingdom Office for National Statistics, United Nations World Population Prospects"
"GBR","SP.DYN.LE00.MA.IN","Data source: Eurostat; United Kingdom Office for National Statistics; United Nations World Population Prospects; HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"GBR","SP.DYN.LE00.FE.IN","Data source: Eurostat; United Kingdom Office for National Statistics; United Nations World Population Prospects; HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"GBR","SP.DYN.CDRT.IN","Data source: Eurostat, United Kingdom Office for National Statistics, United Nations World Population Prospects"
"GBR","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"GBR","SP.POP.TOTL","Data source: Eurostat, Office for National Statistics"
"GBR","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"GBR","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"GBR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"GBR","IT.NET.USER.ZS","Office of Communications (Ofcom)."
"GEO","SP.DYN.CDRT.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia."
"GEO","SP.POP.AG01.FE.IN","Including Abkhazia and South Ossetia."
"GEO","SP.POP.AG03.MA.IN","Including Abkhazia and South Ossetia."
"GEO","SG.GEN.PARL.ZS","Elections were held in November 2003. However, on 25 November 2003, the election results were annuled by the Supreme Court of Georgia. New elections will be held in March 2004."
"GEO","SP.POP.AG03.FE.IN","Including Abkhazia and South Ossetia."
"GEO","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia."
"GEO","SP.DYN.TO65.FE.ZS","Including Abkhazia and South Ossetia."
"GEO","NY.GNP.PCAP.PP.CD","Excludes Abkhazia and South Ossetia."
"GEO","SP.POP.AG01.MA.IN","Including Abkhazia and South Ossetia."
"GEO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Abkhazia and South Ossetia."
"GEO","SP.POP.AG00.MA.IN","Including Abkhazia and South Ossetia."
"GEO","SP.POP.DPND","Including Abkhazia and South Ossetia."
"GEO","SP.POP.AG02.MA.IN","Including Abkhazia and South Ossetia."
"GEO","SP.POP.BRTH.MF","Including Abkhazia and South Ossetia."
"GEO","SG.POP.MIGR.FE.ZS","Including Abkhazia and South Ossetia. Estimates were derived from data on the foreign-born population."
"GEO","NY.GNP.PCAP.CD","Excludes Abkhazia and South Ossetia."
"GEO","NY.GDP.PCAP.KD","Excludes Abkhazia and South Ossetia."
"GEO","NY.GDP.PCAP.CD","Excludes Abkhazia and South Ossetia."
"GEO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"GEO","SP.POP.AG05.MA.IN","Including Abkhazia and South Ossetia."
"GEO","SP.POP.AG02.FE.IN","Including Abkhazia and South Ossetia."
"GEO","IT.NET.USER.ZS","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC)."
"GEO","SP.ADO.TFRT","Including Abkhazia and South Ossetia."
"GEO","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia."
"GEO","SP.POP.AG00.FE.IN","Including Abkhazia and South Ossetia."
"GEO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Abkhazia and South Ossetia."
"GEO","SP.POP.65UP.TO.ZS","Including Abkhazia and South Ossetia."
"GEO","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population."
"GEO","SP.POP.AG05.FE.IN","Including Abkhazia and South Ossetia."
"GEO","SP.DYN.TO65.MA.ZS","Including Abkhazia and South Ossetia."
"GEO","SP.POP.TOTL","Data source and note: GeoStats. Includes self-governed areas only, which mostly exclude Abkhazia and South Ossetia, but small areas in Abkhazia and South Ossetia are included before 2008 or 2009 because of the changes in self-governed areas."
"GEO","SP.DYN.CBRT.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia."
"GEO","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"GEO","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"GEO","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"GEO","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"GEO","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population."
"GEO","SP.POP.1564.TO.ZS","Including Abkhazia and South Ossetia."
"GEO","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population."
"GEO","SP.POP.0014.TO.ZS","Including Abkhazia and South Ossetia."
"GEO","SP.POP.AG04.MA.IN","Including Abkhazia and South Ossetia."
"GEO","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"GEO","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"GEO","SP.POP.AG04.FE.IN","Including Abkhazia and South Ossetia."
"GEO","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia."
